"","Rating","Review"
"1423","4","The suction cups don't stick to our shower walls very well; but my son still enjoys playing with them in the bath water."
"1424","5","These are so much fun the kids love it."
"1425","4","My Grandson loves this! My only disappointment is that my well water makes the plastic appear cloudy."
"1426","5","the kids love these for bath time"
"1427","5","Wonderful! My son loves it! It distracted him enough to where he finally has stopped throwing water on the floor. Great toy!"
"1428","5","My granddaughter loves to take a bath and play with these!"
"1429","5","My 4 year old loves it!!!"
"1430","3","Really like the toys. Great auction cups and fun to stack them together! Giving 3 stars because one of the spinning parts doesn't spin and is defective."
"1431","5","Kids have LOVED these"
"1432","5","Pretty cool but small"
"1433","5","My 3 year old loves this toy. Great auction and lots of fun for the tub"
"1434","5","Great bath toy. 2 1/2  year old loves playing with them. Suctions well to side of bath."
"1435","5","very good"
"1436","5","Great bath toy!"
"1437","5","These are great bath toys! I've never seen them in stores and I'm thinking this may be a go to present for other kids in the future."
"1438","5","For kids that like baths and pouring water/ playing with water... it kept my two toddlers (2 & 3) busy in the bathtub for an hour!"
"1439","1","Suction did not work"
"1440","5","Bought this along with the ""Bugs.""  My 1-1/2 year old granddaughter loves this, as well as her 4 year old sister.  (They are the best 'reviewers.')  It is a quality toy that allows their imagination to take the lead."
"1441","5","It makes the grandkids happy.  Downside, It is harder to get the grandkids out of the tub."
"1442","5","Both of my kids love this toy!"
"1443","5","Our nephew loves the toys. Received for his 2nd birthday. Will buy more"
"1444","1","Waste of money"
"1445","5","The kids love these.  They play with them every night."
"1446","5","Grankids"
"1447","1","Does not spin as it should"
"1448","3","One of the toys does not stick to the wall !!"
"1449","5","The kids love this! Use caution though, water goes farther than you expect! Lots of fun!"
"1450","5","Purchased these for my kids and they were so amazing that I went back and purchased another as a gift. Definitely recommend!"
"1451","5","Love these! Kids do too!!"
"1452","5","Grandkids love to play with these."
"1453","5","bought these as a gift for a 3-yr-old, he loved it! Even my 8-yr-old wanted in on the action..."
"1454","5","Work great"
"1455","5","Her favorite bath toy!"
"1456","5","My kids love these and play with them during every shower!"
"1457","2","The suction cups do not hold on three of the 5 pipes."
"1458","3","Sticking on the tub issues, but my almost 3 year old loves it."
"1459","3","Good product. But absolutly terrible shipping. My box was completly smashed and ripped. Was going to use as a bday gidt but now im unable to due to how bad the box was when it arrived."
"1460","4","My kids (3 and 1.5 year old) love them."
"1461","5","very good My boy like it . I bought two of them and he enjoyed it ."
"1462","2","Only 3/5 of the bath pipes had a functioning suction cup... so disappointing:("
"1463","5","My 2 year old absolutely loves this toy!  It is well made and works well with our tile shower."
"1464","5","My granddaughter loves theses! She is 3 yrs old."
"1465","3","Just okay."
"1466","4","My 2 1/2 year old son LOVES these pipes.  What a great idea."
"1467","5","My grandson loves playing with these."
"1468","4","Hours of fun for our two year old in the bath.  Some of them don't put out water as well but he will fill them over and over regardless."
"1469","5","Good for keeping kids busy in the tub"
"1470","5","My son loves them!"
"1471","4","Very fun. My daughter loves them. Have some trouble sticking to the bath, but other than that we love them."
"1472","5","best bath tub toy evey... highly recommend"
"1473","1","Great idea poorly executed. Moving parts poorly designed."
"1474","4","Engaging toy. Spiral toy needs to be refined, trouble rotating."
"1475","5","Hard to resist water play"
"1476","5","Enjoyed by our grandson and was great for pouring water."
"1477","5","These are very cool for the bath. My 5 year old enjoys building different paths for the water."
"1478","4","Great toys!!"
"1479","5","Fun new bath toy, my 4 and 6 yr olds love them!"
"1480","5","Gift for grandson. Looking forward to his playing with these"
"1481","3","Fun concept, but they don't stick very well, even on clean smooth subway tiles"
"1482","5","Our little girl loves these!"
"1483","1","The suction cups don't work well"
"1484","3","The white one doesn't spin. Looks to be a design flaw."
"1485","5","Great bath toy!"
"1486","5","These are a huge hit with our two-year old!"
"1487","3","These are cute and fun, but my kids have a hard time getting them to stick onto the bath walls."
"1488","5","This is hands down the best bath toy I've purchased! My 4 year old and 11 month old both love it, even after months of having it. It also has had the longest life of any bath toy we've had, managing to not be absolutely disgusting after months of use! Finally a bath toy that's not throwing money down the drain!"
"1489","5","fun, light, suction cups perfect for older kids to construct a workable maze"
"1490","4","I wanted to attach this to the tile in my bathroom but it will not suction. I only sticks to the tub but my son still LOVES it."
"1491","5","My son loves them. he could play for hours"
"1492","4","I like them more than my kid does, but they are cute, stay stuck on the wall mostly, and are a great alternative to a huge mess of random toys in the bottom of the tub.Some people in the other reviews complained about the turbine sticking. Mine sticks a little bit too. But, it doesn't bother any of us. The outlets of the tubes do stick into the inlets of the other tubes, but not super firmly.They could use a little more refinement in the manufacturing process. but you can thank walmart culture for lowering our modern standards of quality these days."
"1493","5","My 7 year old and 3 year old both love it!"
"1494","3","Can't stick on the wall very well"
"1495","5","Haven't used but the kids will love!"
"1496","5","SO fun! My son is just barely two and has a blast with these toys."
"1497","5","My 3.5 y/o son and his friend absolutely LOVED these pipes and the cogs, as well! We go them for vacation. They played for so long and didn't want to get out of the tub! I love the creativity it induces. I also LOVE the fact that you don't have to worry about mildew like the toys that suck water into them and can get left there. GREAT toys for a great price!"
"1498","5","Great fun in the tub!"
"1499","3","The white one doesn't spin when water is ran through it."
"1500","5","My kids love these."
"1501","5","My kids love these"
"1502","3","Received a used product, not cool for a gift."
"1503","2","Pretty disappointed in this actually.  When my wife bought it I thought cool, this would be awesome.  Not so.  The pipes don't hold enough water, so you're literally filling them up continuously.  Then... it's not very interesting or effective to try and get the pipes to pour sequentially into one another... finally, some of the spinner/water wheels don't work very well... generally speaking very disappointing.  My daughter lost interest after the second time we tried to use them, and only once in a blue moon shows interest in trying them anymore.  Would pass on this purchase... it's more imagination that's making you think it's worth buying-- the reality is ho hum."
"1504","4","it is a great demonstration of water movement but I wish that the tubes were longer to hold more water"
"1505","5","Loads of fun in the tub!!"
"1506","5","very fun for kids in the tub"
"1507","5","This is a quality product that works perfectly. My grand son really enjoys playing with this toy in Tre bath."
"1508","4","Kids are having a great time with these."
"1509","5","Lots of fun in the tub!"
"1510","4","Son loves it and is a must have at bath time now. Caution your child will spill more water on the floor."
"1511","5","Super fun toys! Stick well. Three year old daughter loves them."
"1512","5","Fun in the tub for grandson!"
"1513","1","These are cheap plastic pipes that don't work very well. I ended up returning them and of course Amazons amazing customer service refunded me."
"1514","5","Excellent bath toy. She loves putting them together."
"1515","5","Easy to keep clean"
"1516","5","Bought for my nephews and I hear they all fight over who gets to play with them at bath time!"
"1517","5","My kid loves these as does my inner kid"
"1518","5","Makes bathing easy! Son (2year old) can't get enough"
"1519","5","Bought for grandson and he loved it!"
"1520","5","Durable and great for water exploration.  My kids love them!"
"1521","5","my 4yr old daughter loves playing with these in bathtube"
"1522","5","Great product! Keeps him busy in the bathtub!"
"1523","5","I'm surprised how easy these stick and move on the shower wall. My 2-year-old love this."
"1524","3","Fun, but the straight tube with a spinning wheel doesn't work."
"1525","5","My son is 4 he got this for his birthday. He loves it!!! We have had no problems with it at all!! I would recommend it!!"
"1526","4","One of the pipes does not attach to the wall at all."
"1527","5","Awesome play toys for toddler."
"1528","5","Keeps our baby very engaged and happy!"
"1529","5","Grandkids  love this for bathtime!"
"1530","5","Love it! A lot of fun!"
"1531","1","I was so excited to buy these for my 3 year old. Unfortunately, I was immediately disappointed by this product. 1. The tubes aren't long enough for my toddler to enjoy the trickling effects of the water coming out. By the time he pours the water in, the water has already come out. 2. The suction on these is TERRIBLE.  They fall down ALL the time, and let me tell you, when they fall down they are loud! The first night we had them, one of them fell down around 3 AM and I  literally thought someone had broken into my house."
"1532","5","These pipes work well and are a fun bath time toy. My 3 year old loves them!"
"1533","5","My 5 year old enjoys these!"
"1534","5","This is a big hit with 2 year old grandson"
"1535","5","My kids love these in the tub!!"
"1536","5","Hours of fun!"
"1537","5","This was an instant hit with my 14 month old.  He<U+2019>s attracted to mechanical type toys with features like gears, twists, turns, etc. which is why these pipes initially caught my eye.  So far, these really capture his attention and he likes to investigate the different features.  After reading the reviews, I was a little confused about the ability to connect the pipes.  The pipes aren<U+2019>t made to physically connect, rather they can be arranged so that the pouring water from one pipe will pour into a different pipe.  Of course, this depends on your success at getting the suction cups to stick.  I have had mixed success, but getting some water on the suction cup does seem to help it stick.  In fact, when I have gotten one to adhere properly, it<U+2019>s actually difficult for my son to remove it.  Since we have plenty of fun playing with them individually, I haven't been too concerned with the suction feature.  A design detail I appreciate is that water has to filter through smaller openings and doesn<U+2019>t immediately rush through giving us time to watch what happens.  (Some reviews see this as a flaw, but I<U+2019>m counting this as a positive feature).  You can also rotate different parts of the pipes.  Overall, I<U+2019>m very pleased with this toy.  I think this is a well-made and well-thought-out toy.  Functional, fun, and imaginative design.  Highly recommend."
"1538","4","Bought these for my son (who is two) because he likes to build things and we were looking for more interactive water toys. However, like most bath toys with suction cups, they are mostly meant for tile, which sucks as our tub surround is fiber glass so everything sticks for a couple minutes until my son hits it the wrong way. I like the concept of these and they are well made and work exactly the way they should when water is poured into them."
"1539","1","Suctions didn't work."
"1540","5","Great bathtub toy for our 2 year old"
"1541","5","Kids love it!!  Makes bath time fun!"
"1542","5","Nice idea"
"1543","2","Doesn't stay attached"
"1544","5","My son plays with this in the shower all the time and loves it!"
"1545","5","Very nice product. Attaches well to the bath wall. Colorful design."
"1546","5","The suction cups stay stuck to ceramic tile and the side of the tub for days but come off easily when you want to move them around. They will randomly pop off in the middle of the night and land in the tub with a loud crash... but that is to be expected. Despite this, nothing has broken. Fun for a 16-month old, 5yr old, and and 8 yr old!"
"1547","5","So much fun!"
"1548","3","These are such a fun idea and I had high hopes for them.  That was crushed though when NONE of the suction cups actually stuck to our smooth run or tile.  My daughter still has fun filling them up and watching the water pour out and spin things...  But not nearly as much fun as I expected."
"1549","5","Great bath time toy and speedy delivery!"
"1550","5","These are amazing, my kids set these up so many different way and get the spinner turning. They use it to fill up different little pour toys they have. I got them as a fun gift along with bath color tablets, bubble bath and bath crayons. These are my favorite though because it's no mess, and it teaches them a bit about flow and mechanics.I keep thinking these would make a great gift basket for friends. All kids think bath time is the best time and these make it even better!!"
"1551","5","Great bathtub toy.  Grandson loves it!"
"1552","5","My daughter is 2 and she loved them <U+263A><U+FE0F>"
"1553","4","Decent."
"1554","5","Fantastic water toy for curious little toddlers and even older kids!"
"1555","5","My son loves these bath toys so much we got them as a birthday gift for one of his friends. They keep your child entertained and the water in the tub unlike some other toys. They air dry and have no hidden places for mold to grow. They sick to the wall with no problems. All the parts move without catching or not spinning."
"1556","5","So much fun.  Great design."
"1557","5","My 18 mo old loves pouring water from cup to cup or bowls on the kitchen floor. I saw these and thought GREAT - keep the water in the tub! he loved them. I like that they are flexible too and I can add to the set as he gets bigger. We gave him a spouted measuring cup to pour water from the bath to the tubes."
"1558","5","So much fun!"
"1559","4","The green one doesn't work. I think the hole is too small so the water doesn't come through fast enough. Otherwise, a fun activity at bath time. We also stuck them to our water table."
"1560","1","Kind of a dud for my kids ages 1 and 2 1/2. Alot of money for something they weren't thrilled with:("
"1561","1","Not what I expected it would not stick to the tile right above the tub it did stick to the tub but when you fill up the water wasnt enough space for the water to fall out of the boon pipes. I would recommended getting this for a like a 1 year old."
"1562","4","On one hand, it's more terrible plastic introduced into my house, the earth's environment, a future thrift shop, etc. But my kid likes them, and it's made bath time a lot easier. Meaning we will all die in a oven-like atmosphere because of products like this one! So buy two."
"1563","5","good"
"1564","3","If you have a smaller than 4X4 tiles, then it will not work as its designed. Water can't fall down into the other pipes to continue to make water path. Also, two of them are unattached itself then falls off multiple times during bath time."
"1565","2","Great in theory and the kids love playing with them, but they won't stick to the bathtub or tile above the tub. I spend the entire bath putting them back up after they fall again and again and my kids end up getting super frustrated. Disappointed."
"1566","3","I want to love these but only half of them work well. One if the spinners works great, the other rarely spins at all. My 2 yo enjoys them, just bummed that we can only use half."
"1567","1","grandchildren did not enjoy. Said too much trouble to be fun.  Had to throw them because the one with the light leaked into bathtub while child playing with it."
"1568","4","Don't stay suctioned our tile wall very long, but the kids still have fun playing with them. Wish it came with stronger suction cups."
"1569","5","So much fun for bath time! Both parents and toddler have a fun time putting these together. Great for my 3 year old."
"1570","5","My 3 boys love to play with these in the tub! It's been a few weeks now and they have held up well."
"1571","3","These are cool, but I didn't know the pipes had end caps and you can't connect them to each other so I was a bit disappointed."
"1572","5","Keeps the kids busy in the tub. They love getting in it, knowing the fun they will have."
"1573","1","Two problems with this item. One, the opening at the top is too small for my 2 year old to get much water in. Two, did not stick to the wall. We have a cheap shower, not tile. Maybe you'd have better luck with tile. I'd love to buy these again if the pipes were larger."
"1574","5","Perfect for our basement bar. Yes the crossbar is wood, but it really doesn't need to be iron to hold the cocktail napkins in place and looks really good. May end up buying another one for the family room coffee table."
"1575","4","This is a very simple bath toy and the colors are nice. My toddler loves it because he likes to play with water. He also positions the pipes on the wall so water trickles out from one into another. I thought he'd quickly get bored with it but he keeps playing with it."
"1576","5","Love these! Great purchase!!"
"1577","2","My daughter didn't use it. She loved her animal ones similar to this product, but these just sat. Not much fun :("
"1578","1","Functionality, very little.  Really the only one that works is the white/clear one with the screw-looking wheel. They either shoot the water out too far or just drip out, most of the items designed to spin don't turn easily enough with water, you need a jet stream.  Also the suction cups are really bad, they aren't positioned on each pipe correctly so some of them sag and you can't line them up or make use of them together.  We use a baby monitor system when our lil man goes to sleep and these things fall off of the wall and hit the tub quite loudly; the monitor picks it up very well and it startles us. Would NOT buy again."
"1579","2","Would return this but not worth my time. I have stone around bathtub and will not stick"
"1580","2","Doesn't do much for my 14 month old. Kind of a boring product."
"1581","1","Small, cheap, not what I expected."
"1582","1","These don't stick to anything except the bottom of the top. You can't use them as intended. One of them came broken. So disappointed"
"1583","4","Very cute toy for the bath. I do wish the suction cups works better. They have to be on a ultra smooth surface to stick for any length of time. My tile has a textured surface so I can't make a long waterfall with them."
"1584","4","Huge hit with our 2.5 yr old!  Didn't stain our tub, towels, or kid yet and used 3 tabs per bath!!!"
"1585","2","Dumb. We only have a tub. My daughter always fills the tub to the top, so there is't enough room to make a line. But still. They're dumb."
"1586","3","These pipes are just okay. I was under the impression that they could kind of funnel water into one another but they pretty much have to be used individually as thw water just barely trickles out."
"1587","1","Kids weren't interested"
"1588","1","My kids LOVED these. But we've only had the a few months and they a filled with black mold! We put all bath toys on a basket with holes rinse and drain and air dry after every use! So disappointed"
"1589","4","What a cute/different idea.  I was so excited to try these out.  I just wish there was a better way to keep them on the tub because they kept falling down."
"1590","4","Minus 1 star because if you have a ""painted"" tub, these don't stick so well. (I can't explain the tub...we rent an apartment, but it appears to be painted with waterproof white if you look really closely at where it meets the unpainted shower wall.) We just stick them to the shower wall.I would get 1 package per child... these are a lot of fun to arrange on the wall in a line so that the water flows from one tube into another tube.The kids don't get tired of these... but if you want to kick up the fun factor after a while (or right away) definitely pair them with color tabs.Our colors were a little different: white straight, blue T, pink J, orange straight spiral, pink bentIf your tubes start getting a grimy residue from soap/dirt/hard water, soak and swish in a bleach-water mixture and rinse clean"
"1591","3","These are okay, they are pretty fun in the tub, but not amazing. If you wanted to get them all working together, you would have to have a really high tub though! They would need a tall vertical surface if you wanted them to feed into each other. You would also need a constant stream of water, otherwise get ready to pour water into them every 3 seconds! We haven't yet got them working together, and they are only so much fun by themselves. The ones with the fans are the most fun.Altogether, I am glad they are in the tub with the rest of the toys, but they aren't really stand-out bath toys. My child has a lot more fun with the toys bobbing around the tub."
"1592","5","These simple pipes were an instant hit with my 18 month old grand-daughter.  She loves to pour in the water and watch the wheels spin on the two with moving parts.  Suction cups stick well to tiles, but also to the ceramic bathtub to discourage her from standing in the tub. This was the first time we've noticed that she knows some of her colors!  She can point out Orange, Yellow, Blue and White. Pink she isn't so sure about :). (Her engineer daddy likes them, too, making a chain reaction course for the water to flow.)"
"1593","2","When I opened the package from the store for first time, the pieces had been so tightly jammed in that 2 of the suction cups were misshapen and would not stick to the tub. It seemed after several baths that they would stick somewhat. So I would recommend maybe dumping them in hot water, if you encounter this. Not warm, hot.After time and use the suction cup parts that insert into the toy to fasten them together get moldy and even after soaking in bleach water I was unable to get the tiny crevices clean. They do not come apart for cleaning.Overall, this is not a toy I would recommend for the tub."
"1594","1","Very fun my son loves these"
"1595","1","I hesitated for about 6 months before I bought these, and now I<U+2019>m bummed I did. We have fiber glass bath walls, and they don<U+2019>t stick. They stick to the tub for about 2 <U+201C>pours<U+201D> and then they start to slide down. The most disappointing part is the actual toy...the water runs through them so quickly, my child barely gets to see it happens. And the one with the bottom <U+201C>leak<U+201D> is just that...it just kinda leaks out. Disappointed as it<U+2019>s hart to find good bath toys, but especially for $15, these are not it."
"1596","2","They all stick to the wall but they lean improperly so if you line then up to make a long chain they simply don't work right. Also the flow on some of them is really slow so you cant put them above a spinner bc there's never enough flow to make it work.  I like the different pieces that make the kids think and manipulate, however the they don't work as pictured."
"1597","5","We LOVE these pipes. Purchased as a new toy for my four year old for the bath. Grown ups in our house have just as much fun playing with them as he does. A few reviewers said that they do not drain into each other well but I find that to be untrue.  I will be giving these as gifts to a lot of little people in the future! Also, the colors we received are different than those pictured (same colors, different colors on different pipes)."
"1598","1","I'm SHOCKED Heise have such great reviews. Like other ""1 star-ers"" have noted, these don't stick well at all to the walls of the tub OR above the tub on the shower wall. They barely trickled water out the way they are intended and I couldn't get them to work properly. Sorely disappointed."
"1599","2","Really hard for kids to set these up. As others have mentioned, the water stream changes it<U+2019>s arc distance as they drain. So hard to get them lined up.But the biggest issue is the terrifying  crash when they fall off the wall in the middle of the night!"
"1600","5","Got these for my son for his first birthday. I figured he'd still need time to grow into them, but he likes to bang them on things and throw them, and they have held up well through his abuse. My 3.5 and 5.5-year-old daughters really enjoy them. Pouring is a fascinating activity at that age :)."
"1601","3","My son loves them!! But, he and I both get a bit frustrated when they don't really work well together. Only one spins great when water it's poured down and the others seem to work if you flush a huge cup of water down it. They also don't work well together, no matter what way we try to position them only about 2 can work together. The suction cups work pretty well.But he seems to like them!He also saw the paper that came with them and immediately wanted the gears and is now obsessed with gears. After reading reviews on the Boon gears (only bc the pipes worked okay) I, unfortunately don't think I will be getting him the gears."
"1602","5","Love these! They stick well to our tiled wall in the bathroom. So far they have not molded like some bath toys do (had for a month and a half) as the water doesn't seem to stand in any of them. Good solid plastic construction."
"1603","4","Unfortunately we have a tiled upper tub so they don't stick well on that but they do on the regular tub it just limits building abilities.  Not really a product fault but I was hoping they'd have a little better suction power.  Overall though my kids do really like them."
"1604","1","Upon arrival it did not work. Even tried changing the batteries. it beeped each time and then died. Very disappointed. I will be returning it."
"1605","2","Got these as a gift for my 3yr old. Great idea! However... we cannot get these buggers to stick to the walls of our shower or bathtub for more than a minute! My little guy was very frustrated."
"1606","5","Love this product.  Decided to get it after my kids seemed to get bored of the same old cars and ships in the bath.Both of my kids loved playing with these from day one and have not lost interest so far.  They even want to play with it in the shower.Have had no issues with the suction of the pipes sticking to the wall so far for the bath or shower.Highly recommend to add more fun for your kids in the bath or shower."
"1607","1","My son was given these for his birthday and within a month they have gotten moldy right where the suction cup and pipe meet. Very dissappointing. Never would have imagined these getting moldy, but they did."
"1608","1","These are unusable because they don't even stay suctioned to the tub wall for five minutes. As soon as the water gets poured in, most of the pipes just fall right off. Should be redesigned."
"1609","4","They are fun.  The L shaped fan won't spin at all for us with water.  The spiral (ours is orange, turquoise in the picure) is really awesome."
"1610","5","These and the gears have been a fun addition to bath time! My littles love them!"
"1611","3","These work as described but my 20 month old doesn't find them very exciting. I was hoping she'd find them as entertaining as running bath water but they are just ok."
"1612","5","Endless fun for my boys. We bought this set 2 years ago and they still enjoy them. Now ages 3 and 5. The suction cups stick well unlike some that constantly fall off. The fun bright colors are attractive and they like all the different ways water flows through them."
"1613","1","I'm not sure if it is just the product I received but these don't stick well at all. It's a great concept but once the back gets wet they are unreliable, so the little one can only move it and make one combination and then they just keep falling off the wall. I am returning."
"1614","3","Don<U+2019>t put the suction cups in the dishwasher. They can lose their shape."
"1615","5","Great Product!  Purchased this as a Christmas Gift for our Nephew and then for my toddlers.  They are larger in size than appear which makes it fun for the kids in the tub.  Have great durability and strong suction to the tub.  Good for my 20 month old who is learning eye hand coordination and cause and effect.  Would highly recommend this product."
"1616","5","Possibly the best bath toys I've gotten for my kids. This brand makes really creative toys for bathtime."
"1617","5","My son has loved playing with these. They are a bathtime favorite. Easy to use."
"1618","5","I purchased this toy because my 2 boys (2.5 and 1 year) LOVE the bath and needed something new. The price was good especially since I got them 40% off at BRU with another bath purchase.Both of my boys have been playing with these in the tub now for over 20 minutes! They haven't even touched their other toys!They stick to my tub wall pretty well and I can re-arrange when they are bored of current design' I would recommend to others needing a fun new bath toy!"
"1619","2","There are other tub toys that would be more fun. Only a few funnel the water enough to effect the next tube, and one of the heats doesn't spin. And, the suction isnt the greatest. Disapponted."
"1620","4","Colors differ from pack to pack. There was one pipe that didn't work effectively but once I took the plastic piece out, it was better. My 13 month old really liked them!"
"1621","5","My 2 year old and my 6 year old both love these."
"1622","5","Cute toy, easy to rinse out. Our 18 month old loves it!"
"1623","3","Cute idea, had trouble getting them to stick,but my son still had fun!"
"1624","5","These did not dissappoint. They are pricey but my toddler and preschooler are loving the endless combinations of pouring water through these. Great learning toy."
"1625","5","My 1 and 2 year old love playing with these in the bath, we bought this product with the boon jellies<U+00A0>Boon Jellies Suction Cup Bath Toys. The suction is great and the colors are fun now we only have crying when they have to get out of the bath."
"1626","5","Received these as a gift, and my little one loves to play with them."
"1627","5","My nieces (4 1/2 years and 20 months) LOVE these toys for the bathtub! The pipes are a nice change to their normal toys because there is no throwing or squirting of water like with other toys and all of the water actually stays in the tub."
"1628","1","These are such a great idea but do not stay on the tile, tub, or even metal baking sheets. They do, however, stick pretty well to my metal spaghetti pot. Beyond that, they just slide or pop off within a minute or two (if you're lucky). Disappointed."
"1629","5","Perfect addition to our bath time fun!!! My boys love them!!!!"
"1630","5","My son loves playing with these in the tub!!! Glad I purchased."
"1631","5","Great toys for the bath and the kids love them!"
"1632","5","We were in desperate need of new bath entertainment! These are awesome. My 1 year old loves to just dump water in them and my 3 year old loves to arrange them so they all flow into one another. These are a hit for sure. They work on our bath/ shower, but they are suction cups so if you have tile or a textured shower i could see sticking them all over could be a bit of a challenge."
"1633","5","2 year old son loves these! Great gift for any toddler."
"1634","3","My boys like the idea of these toys, but unfortunately we have tile surround in their tub. The suction sticks to the tub walls, but not tile. Would be better if they could stick on the walls - just a heads up if your bath has tile!"
"1635","4","Make sure you don't have a textured shower before you buy! Luckily, the bath tub is smooth so we can at least play with these."
"1636","5","My son loves it. He pretty much plays everyday in the bath"
"1637","5","I just got these for my 22 month old as our existing bath toys were starting to get boring... My son loves to experiment with putting water through hem and moving them to different positions on the tub wall. I am very happy with this purchase and love that the colors are gender neutral."
"1638","3","Look cool but son isn't very interested in them."
"1639","5","My one-year-old and four-year-old both love playing with these in the tub. Unlike other reviewers though, ours stick so well that I have to help my kids get them off for them to move them around. My four-year-old is pretty good at positioning them to work together. My little one just gets a kick out dumping water into them and watching it run through. Very entertaining. Well worth it."
"1640","5","At first I thought the suction cups were horrible, but my mom told me to spit on them. Now they work perfectly."
"1641","5","My 3 year old loves playing with this. Nice little bath toy <U+0001F44D>"
"1642","5","My boys both love these! They grew bored quickly with the foam bath toys and they love watching water pour (from faucets, the refrigerator, etc.), so I figured these would be a Huge hit. They are still under a year old, so they need mommy or daddy's help most of the time, but these add lots of smiles and giggles to our bath time!"
"1643","5","I got these for my 3 year old. She loves them!! The colors are fun and they keep her busy the whole bath. They do fall off if you don't stick them on good enough. Worth the money though and make bath time fun!!"
"1644","3","I want to really like these but the suction cups came out of the package a little folded and they won't suction to the tub...my kids love them but we can't use as intended."
"1645","5","Fun bath toy for the kids."
"1646","5","Nice!"
"1647","1","I was excited about this product when I received it. It looks better than the traditional toddler guard rails and unlike some of the poor reviews state, it is far superior to a pool noodle in that it doesn't move around, and is much taller than a pool noodle would be. However, during my 2 year olds FIRST night in his big bed and before midnight he fell out of bed. ?????? This may work if your child doesn't move much at night...buuuuut definitely didn't work for us."
"1648","4","My boys both love these! They grew bored quickly with the foam bath toys and they love watching water pour (from faucets, the refrigerator, etc.), so I figured these would be a Huge hit. They are still under a year old, so they need mommy or daddy's help most of the time, but these add lots of smiles and giggles to our bath time!"
"1649","4","I got these for my 3 year old. She loves them!! The colors are fun and they keep her busy the whole bath. They do fall off if you don't stick them on good enough. Worth the money though and make bath time fun!!"
"1650","4","I want to really like these but the suction cups came out of the package a little folded and they won't suction to the tub...my kids love them but we can't use as intended."
"1651","1","I made the bad mistake of purchasing this item also. I didn't read the review. For $10 you expect a cute little Velcro wallet. However this does look like the picture but it is a very sad excuse for a wallet. Such a rip off!! Not a $10 wallet more like a dollar store $1 item!"
"1652","1","This was such a disappointment. My grandson waited patiently for 2 days (eternity for him) to receive his Paw Patrol wallet. When we opened the package he inspected it and looked sad. He said this doesn't look like my brothers wallet. He was referring to just a normal kids wallet. Nothing expensive nor special but certainly made of better material and craftsmanship!!!"
"1653","1","Gave 1 star, though it certainly deserves less than that.  This wallet is NOT as described, at all.  It is simply a thin, cheap piece of material w/a Paw Patrol design on it, no Velcro fastener, nothing.  Totally not worth the money and it's  shame that such misleading descriptions are allowed."
"1654","4","Very basic child<U+2019>s wallet. Bought this for my Paw Patrol obsessed son who wanted a wallet just to have one, and this has satisfied him. But if you are wanting a wallet that a child can actually use to store money, this isn<U+2019>t it. The image quality is good,  but the material is very flimsy, and it can only hold a few bills at max, no coins, pictures, or cards. So I would recommend this for play and that<U+2019>s it."
"1655","1","I have never seen a product as cheaply made as this!  IT CANNOT BE RETURNED.  I don't know why I didn't read the reviews before ordering it.  Make yourself a wallet out of a sheet of paper or plastic bag before ordering this.  Why does Amazon sell this type of poorly made product that cannot be returned?"
"1656","1","This was just a complete waste of money.  It feels like paper folded into a square. You can't even put actual money into without it falling out. I wish i would have read the reviews but the picture makes it look like a regular velcro wallet. If i could give this negative stars, I would.  Although this wallet is for a toddler, this particular toddler has standards. He's gonna be pissed. Lol"
"1657","2","Was not overly impressed with this wallet. It came folded crooked, which drives me nuts, and feels cheaper than I had hoped. I thought about sending it back but figured for the price I paid I would keep it. My son doesn't care how cheap it feels and looks."
"1658","1","I learned my lesson here, I definitely should have read the reviews. I bought this wallet for my son and thought he would love the velcro closure to keep his money in. Well, this wallet is basically just a folded piece of plastic, no velcro closure at all. I would definitely not recommend this at all. And, I tried to return it but the shipping cost as much as this wallet, so now I'm out $8 for a useless item. VERY disappointed."
"1659","1","Really really cheap quality. It<U+2019>s going to be a stocking stuffer so I wasn<U+2019>t looking to spend a fortune. For the price you pay I guess you get what you pay for but I see it lasting only a few days, could probably rip it myself because it<U+2019>s so thin"
"1660","2","Very cheaply made, should have bought a $5 men's one from Walmart.  No space for coins and the fold doesn't even hold dollars without having to fold them :(  Glad my kiddo loves Paw Patrol, but I am pretty disappointed that it inst really functional as a wallet."
"1661","1","I was desperate for a wallet for my son's Christmas stocking. The other wallets that I wanted to get had been selling out before I had the chance to purchase one. This wallet reflects my desperation. Like most of the other reviews say, it's a cheap piece of crap. And oddly large. It's bigger than my husband's wallet! I suppose it will get us by until we can get a nice one."
"1662","2","You get what you pay for on this item.  It is cheap and the quality isn't the greatest.  It is a plastic type material and pretty flimsy.  It is fine for my four-year old who doesn't carry it with him daily and really just keeps it on his shelf, but I would be concerned if he wanted to carry it around in fear of it ripping."
"1663","2","My son loves this because it has paw patrol on it so I'm not returning it. But I wouldn't recommend it. The quality is very poor. I paid a little less for another wallet at the same time for my other son and it is much higher quality and includes a zipper pocket. This is only for play and basically will end up in a landfill in about a month, which makes me nuts."
"1664","1","Too bad I couldn't leave zero stars! Don't buy this disposable wallet! Also note that it cannot be returned, it's a total waste of money. It's made of glorified paper and very thin and flimsy. Also, way too big for a little guys pocket. Go to the dollar store and get something for $1, it's a better use of your money."
